Keyword,Related,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
what is the best website to buy car parts,0.05,40,65,0.84,0.51,1160000000,Commercial,"Featured snippet, Site links, Reviews, Indented, Video carousel, People also ask, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18"
where to order car parts online,0.05,40,93,0.81,0.73,1300000000,Transactional,"Site links, FAQ, Reviews, Indented, Image, Video, People also ask, Related searches, Ads top","0.45,0.18,0.36,0.45,0.27,0.27,0.18,1.00,0.18,0.36,0.36,0.45"
www.ebay.com motors,0.05,40,75,0.76,0.17,47,"Navigational, Transactional","Site links, Reviews, People also ask, Related searches","0.09,0.18,0.18,0.63,0.36,0.18,1.00,0.36,0.36,0.36,0.18,0.09"
car accesorries,0.85,30,73,0.59,0.99,590000000,Commercial,"Site links, Reviews, Image, Video carousel, People also ask, Related searches, Popular products","0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.12,1.00,0.00,0.42"
car assessories,0.75,30,75,0.63,1,578000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Popular products, Ads top","0.80,0.80,0.80,1.00,0.80,0.20,1.00,1.00,0.40,0.80,0.20,0.60"
car accessorie,0.7,30,71,0.63,1,113000000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products","0.75,0.75,0.75,1.00,0.75,0.75,1.00,0.75,0.75,0.00,0.25,0.50"
auto car accessories,0.65,30,75,0.61,0.94,282000000,Commercial,"Site links, Reviews, Video, Local pack, Related searches, Popular products, Ads bottom","0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
accessories for vehicles,0.55,30,69,0.64,0.81,200000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.83,0.83,0.42,0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00"
buy car accessories,0.55,30,76,0.98,1,561000000,Transactional,"Site links, FAQ, Reviews, Indented, Image, Video, Local pack, Related searches, Popular products, Shopping ads, Ads top, Ads bottom","0.50,0.00,0.50,1.00,0.50,0.50,0.00,0.50,0.00,0.00,1.00,0.50"
where can i buy car accessories,0.5,30,67,0.84,0.97,454000000,Transactional,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","1.00,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.74"
car accessories kit,0.45,30,64,0.34,1,299000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
car accesories usa,0.4,30,68,0.71,0.52,264000000,Navigational,"Site links, Image, Image pack, Knowledge panel, Related searches, Popular products, Ads top, Ads bottom","0.05,0.11,0.05,0.05,0.52,0.05,0.05,0.05,1.00,0.05,0.05,0.00"
automobile accessories store,0.35,30,63,0.72,0.86,77100000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.45,0.63,0.81,0.36,1.00"
car accessory shops,0.35,30,70,0.87,0.96,18000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, People also ask, Local pack, Related searches","1.00,0.60,0.80,0.40,0.60,0.60,0.40,0.00,0.00,0.20,0.40,0.60"
car decoration shop,0.35,30,60,0.46,0.96,72600000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches, Popular products","0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
small accessories for car,0.35,30,55,0.2,1,350000000,Commercial,"Reviews, Indented, Image, Video, Related searches, Popular products","0.18,0.18,0.18,0.00,0.18,0.18,0.18,1.00,1.00,0.18,0.00,0.18"
unique car accessories online,0.35,30,58,0.58,1,510000000,Commercial,"Site links, Reviews, Image, Image pack, Video, Related searches, Popular products, Ads bottom","0.82,0.27,0.18,0.18,0.18,0.18,0.27,0.18,0.18,1.00,0.18,1.00"
where to buy cute car accessories,0.35,30,58,0.42,1,76,Transactional,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches, Popular products","0.59,0.38,0.38,0.79,1.00,0.38,0.59,0.38,0.38,0.59,0.38,0.59"
accesorios car,0.3,30,73,0.58,0.81,47100000,Commercial,"Reviews, Indented, Image, Image pack, Video, Local pack, Related searches, Popular products, Ads top","0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.18,1.00,0.18,0.18,0.18"
accessories shop near me car,0.3,30,68,0,0,413000000,Transactional,"Reviews, Indented, Local pack, Related searches","0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.28,0.14,0.00,0.14,0.14"
aftermarket accessories for cars,0.3,30,62,0.44,0.88,62500000,Commercial,"Site links, Image, Video, Related searches, Popular products","0.39,0.39,0.20,1.00,1.00,0.59,0.80,0.80,0.80,0.00,0.59,0.59"
nice car accessories,0.3,30,65,0.4,1,120000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18"
suv interior accessories,0.3,30,50,0.31,1,48800000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00"
amazon shopping car accessories,0.25,30,63,0.33,1,85,Transactional,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches","0.22,0.22,1.00,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
auto accesories store,0.25,30,69,1.07,0.68,538000000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.18,0.18,0.18,1.00,1.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00"
auto and accessories,0.25,30,55,0,0.1,358000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, Local pack, Related searches","1.00,0.59,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39"
car accessories interior near me,0.25,30,60,0.49,1,181000000,Transactional,"Site links, Reviews, Image, Video, Local pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.00,0.18,1.00"
car accessories store nearby,0.25,30,72,0,0.13,401000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18"
car comfort accessories,0.25,30,58,0.25,1,139000000,Commercial,"Reviews, Indented, Image, Video, Related searches, Popular products","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17"
car gagets,0.25,30,58,0.4,1,192000000,Commercial,"Site links, FAQ, Reviews, Image, Video, Related searches, Popular products, Shopping ads","0.45,0.18,0.45,0.00,0.00,0.18,0.09,0.09,1.00,0.00,0.00,0.00"
cute car acessories,0.25,30,52,0.27,1,80,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.27,0.64,0.00,0.64,0.64,0.64,0.64,0.00,0.64,0.00,1.00"
cute car interior accessories,0.25,30,54,0.25,1,53,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.00,0.80,1.00,0.00,1.00,0.00,0.40,0.60,0.80,0.60,0.00"
interior auto accessories,0.25,30,59,0.48,1,120000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products","0.28,0.00,0.28,0.14,0.57,0.42,0.42,0.00,0.42,1.00,0.28,0.28"
popular car accessories,0.25,30,66,0.26,1,703000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","0.65,1.00,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65"
suv car accessories,0.25,30,48,0.34,1,75800000,Commercial,"Site links, Image, Image pack, Video, Related searches, Popular products","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.18,1.00,0.18"
accessories to keep in car,0.2,30,50,0.16,0.84,277000000,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
aesthetic car interior ideas,0.2,30,50,0,1,60,Informational,"Site links, Indented, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products","1.00,0.50,0.75,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
amazon automobile accessories,0.2,30,61,0.47,0.65,74,"Navigational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Ads bottom","0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17"
amazon car accessories must have,0.2,30,48,0.31,0.99,61900000,Transactional,"Indented, Image, Image pack, Video, Related searches","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17"
auto acce,0.2,30,55,1.78,0.11,2690000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches","0.50,0.25,0.00,0.25,0.25,1.00,1.00,0.50,0.75,0.00,0.50,0.50"
automotive accessories shops near me,0.2,30,67,1.68,0.51,844000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","0.00,0.20,0.60,0.80,1.00,0.60,0.80,0.60,1.00,0.80,0.60,0.60"
automotive accessory stores,0.2,30,61,0.72,0.86,987000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.81,0.81,0.27,0.18,1.00"
car gadgets you need,0.2,30,58,0.18,1,151000000,Commercial,"Site links, FAQ, Reviews, Image, Video, Related searches","0.18,0.18,0.18,0.18,1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18"
car interior design accessories,0.2,30,57,0.39,1,108000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
car modification accessories,0.2,30,65,0.44,1,23800000,Commercial,"Site links, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches, Popular products","0.50,0.75,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.75,0.50,0.75"
cool car accessories amazon,0.2,30,51,0.42,0.88,69,Transactional,"FAQ, Image, Image pack, Video, People also ask, Related searches","1.00,0.73,0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27"
interior car accessories cute,0.2,30,55,0.2,1,39,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
useful car gadgets,0.2,30,62,0.29,0.92,18200000,Commercial,"FAQ, Image, Image pack, Video, People also ask, Related searches","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11"
amazon car must haves 2022,0.15,30,45,0,1,2280000,Informational,"Indented, Image, Video, Video carousel, Related searches","1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
auto accessories shops near me,0.15,30,52,1.68,0.51,907000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","0.59,0.00,0.38,0.59,1.00,0.59,0.79,0.59,1.00,0.79,0.59,0.59"
automotive accessories shop,0.15,30,62,0,0.27,192000000,Commercial,"Site links, Reviews, Image, Local pack, Related searches, Shopping ads","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17"
best 12v car accessories,0.15,30,38,0.17,0.98,23300000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.48,0.48,0.74,0.74,0.74,0.48,0.74,1.00,0.74,1.00,0.74,1.00"
best truck accessories on amazon,0.15,30,45,0.75,1,66,Transactional,"Image, Image pack, Video, People also ask, Related searches, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories to sell,0.15,30,40,0,1,350000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Local pack, Related searches","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
car item shop,0.15,30,50,0,0.32,752000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video carousel, Local pack, Related searches","0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
car suv accessories,0.15,30,53,0.34,1,82400000,Commercial,"Site links, Reviews, Image, Image pack, Local pack, Related searches, Popular products","0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.00,0.14,0.00,0.14,0.14"
car upgrades shop,0.15,30,72,1.47,0.47,51800000,Commercial,"Site links, Image, Video, Local pack, Related searches","0.29,0.43,0.29,0.43,0.71,0.71,0.29,0.29,0.29,0.71,0.14,1.00"
cheap girly car accessories,0.15,30,43,0.55,1,46,Commercial,"Reviews, Image, Video, People also ask, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
cool car ornaments,0.15,30,57,0.21,0.95,513000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.18,1.00,0.18,0.18,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
coolest car accessories 2022,0.15,30,50,0.21,0.83,4110000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches","0.71,1.00,0.28,0.28,0.28,0.28,0.28,0.42,0.71,0.28,0.28,0.28"
cutest car accessories,0.15,30,50,0.27,1,8390000,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.21,1.00,0.50,0.28,0.28,0.00,0.14,0.00,0.14,0.35,0.00,0.14"
gear for car,0.15,30,72,0.73,0.18,747000000,Informational,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","0.09,0.00,0.00,0.00,0.00,0.18,1.00,0.36,0.82,0.45,0.00,0.82"
latest car accessories 2022,0.15,30,49,0,1,319000000,Commercial,"Site links, Reviews, Image, Image pack, Video, Related searches","0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.00"
online auto accessories,0.15,30,93,0.77,1,285000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.75,1.00,0.75,0.75,0.75,0.25,0.50,0.50,0.50,0.75,0.75,0.50"
pink car decorations inside,0.15,30,39,0.22,0.96,55,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18"
teen car accessories,0.15,30,45,0,0,44600000,Commercial,"Image pack, Video, People also ask, Related searches, Popular products","0.00,0.00,0.21,0.35,0.14,0.14,0.00,0.29,1.00,0.14,0.29,0.21"
trending car products,0.15,30,59,0,0.57,212000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches","0.56,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28"
womens interior car accessories,0.15,30,57,0.24,1,69,Commercial,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
2021 chevy silverado accessories amazon,0.1,30,28,0,0.77,27,Transactional,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
accessory shop near me,0.1,30,61,0,0.13,137000000,Transactional,"Site links, Indented, Local pack, Related searches","0.11,0.00,0.00,0.00,0.11,0.22,0.44,0.55,1.00,0.55,0.55,0.55"
auto accessories nearby,0.1,30,70,0,0.83,84,Transactional,"Site links, Indented, Image, Image pack, Local pack, Related searches","1.00,0.14,0.14,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
auto anything .com,0.1,30,62,2.17,0.5,6770000,Navigational,"Site links, Reviews, Indented, Knowledge panel, Ads bottom","0.14,0.14,0.09,0.14,0.14,0.09,0.19,0.09,0.09,0.14,0.09,1.00"
best car travel accessories,0.1,30,46,0.2,1,250000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.45"
car accesories for men,0.1,30,42,0.34,1,179000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches, Popular products","0.27,0.08,0.08,0.08,0.00,0.00,0.08,1.00,0.08,0.00,0.08,0.00"
car accessories for females,0.1,30,47,0.35,1,69,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.55,0.55,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.22"
car accessories for teenage guys,0.1,30,36,0,0,99,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches, Popular products","0.50,0.50,1.00,0.75,1.00,1.00,1.00,0.75,0.50,0.50,0.50,0.50"
car accessories men,0.1,30,41,0.42,1,156000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads bottom","0.18,0.09,0.18,0.09,0.18,0.00,0.36,0.81,1.00,0.27,0.45,0.00"
car decir,0.1,30,42,0.2,1,279000000,Commercial,"Reviews, Image, Video, Related searches, Popular products","0.71,0.14,0.71,0.28,1.00,0.57,0.00,0.00,0.00,0.71,0.71,0.00"
car decorations for guys,0.1,30,47,0.23,1,96,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,0.17"
car gadgets for men,0.1,30,50,0.21,1,76200000,Commercial,"Site links, Indented, Video, Related searches, Popular products","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,1.00,0.18,0.18,0.18"
car parts buy,0.1,30,100,1.08,0.93,1100000000,Transactional,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches, Ads bottom","0.09,0.09,0.09,0.09,0.18,0.18,1.00,0.36,0.36,0.09,0.36,0.18"
car tech gadgets,0.1,30,53,0.21,1,88900000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","0.18,0.18,0.27,0.27,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18"
cart parts online,0.1,30,100,0.93,0.56,398000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches","1.00,0.70,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.56,0.28,0.28"
chevy accessories amazon,0.1,30,49,0.32,0.94,19,"Navigational, Transactional","Image, Image pack, Video, People also ask, Related searches","0.73,1.00,0.73,0.27,0.42,0.27,0.27,0.27,0.27,0.27,0.27,0.27"
cool dashboard accessories,0.1,30,56,0.21,0.95,1590000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
cool stuff for cars,0.1,30,56,0.44,1,2010000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads","0.45,0.27,0.27,0.36,0.36,0.27,0.08,0.00,1.00,0.00,0.00,0.08"
cool things to get for your car,0.1,30,62,0.23,0.91,1060000000,Transactional,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.14,0.70,0.56,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28"
decorating car interior,0.1,30,33,0.21,1,99,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products","0.74,0.48,0.74,1.00,0.00,0.22,0.00,0.00,0.22,0.00,0.22,0.00"
decorations for your car,0.1,30,44,0.23,1,89400000,Commercial,"Indented, Image, Video, People also ask, Related searches, Popular products","0.49,1.00,1.00,0.74,0.74,0.74,0.74,0.74,0.49,0.00,0.49,0.00"
driver gadgets,0.1,30,57,0.14,0.6,143000000,Commercial,"Site links, Reviews, Image, Video, Video carousel, Related searches","0.40,0.80,1.00,0.40,0.20,1.00,1.00,0.40,0.00,0.00,0.00,0.00"
everything auto parts,0.1,30,35,1.17,0.53,709000000,Informational,"Site links, Reviews, Image, Image pack, Video, People also ask, Knowledge panel, Related searches","0.71,1.00,0.29,0.29,0.29,0.43,0.29,0.29,0.29,0.57,0.71,0.71"
gadget for cars,0.1,30,53,0.4,1,63700000,Commercial,"Site links, FAQ, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads, Ads bottom","0.00,0.00,0.03,0.00,0.03,0.00,0.00,0.00,1.00,0.07,0.00,0.00"
